game_id,season,position,dj_score,wager,correct,coryat_score
5609,33,middle,11800,11201,FALSE,11800
5609,33,right,12400,11201,FALSE,12200
5608,33,returning_champion,13600,5000,FALSE,15600
5608,33,middle,8600,5000,TRUE,8600
5608,33,right,13200,8800,TRUE,9800
5607,33,returning_champion,14400,3201,FALSE,16000
5607,33,middle,8600,2600,FALSE,8600
5607,33,right,8800,8602,TRUE,8000
5602,33,returning_champion,13800,7599,TRUE,13800
5602,33,middle,10000,9999,FALSE,9600
5602,33,right,2000,401,TRUE,5000
5606,33,returning_champion,7700,6501,TRUE,9600
5606,33,middle,17200,1000,FALSE,17200
5606,33,right,7100,7099,FALSE,6200
5600,33,returning_champion,12400,10000,FALSE,12400
5600,33,middle,6000,3300,FALSE,9000
5600,33,right,7800,7000,TRUE,10800
5599,33,returning_champion,12200,11001,FALSE,9000
5599,33,middle,11600,10000,TRUE,14600
5599,33,right,10200,10198,TRUE,10200
5598,33,returning_champion,19000,2000,TRUE,20400
5598,33,middle,17200,17200,FALSE,13000
5598,33,right,13600,10000,TRUE,10200
5595,33,returning_champion,12200,2000,FALSE,13200
5595,33,middle,11400,1799,FALSE,16200
5595,33,right,4800,1998,FALSE,4800
5594,33,returning_champion,-800,N/A,N/A,8800
5594,33,middle,22000,7000,TRUE,21600
5594,33,right,5600,5600,TRUE,5000
5591,33,returning_champion,11800,11800,TRUE,11800
5591,33,middle,14000,10000,FALSE,13400
5591,33,right,7200,0,FALSE,10800
5590,33,returning_champion,15400,7500,TRUE,15400
5590,33,middle,3000,2399,TRUE,3000
5590,33,right,14800,12000,TRUE,12600
5589,33,returning_champion,12800,6000,TRUE,11400
5589,33,middle,8800,4200,TRUE,8800
5589,33,right,9200,9199,TRUE,10200
5581,33,returning_champion,17400,201,TRUE,10800
5581,33,middle,19200,9200,TRUE,18800
5581,33,right,17600,17595,FALSE,17600
5583,33,returning_champion,13400,1600,FALSE,13400
5583,33,middle,13401,13400,TRUE,9000
5583,33,right,11800,1602,TRUE,11800
5573,33,returning_champion,1800,1800,FALSE,3000
5573,33,middle,12400,5601,FALSE,12000
5573,33,right,9000,2000,TRUE,8600
5577,33,returning_champion,12200,6601,FALSE,16200
5577,33,middle,14000,10401,FALSE,12600
5577,33,right,9400,8000,TRUE,9400
5576,33,returning_champion,12400,3900,TRUE,14200
5576,33,middle,4200,2600,FALSE,4200
5576,33,right,15800,9001,FALSE,14800
5569,33,returning_champion,-3200,N/A,N/A,1800
5569,33,middle,17100,1505,FALSE,18600
5569,33,right,15600,1600,TRUE,15600
5575,33,returning_champion,15800,3700,FALSE,14600
5575,33,middle,4800,4700,FALSE,5400
5575,33,right,6000,5998,FALSE,4800
5566,33,returning_champion,7200,2401,FALSE,5600
5566,33,middle,20200,11000,TRUE,20200
5566,33,right,15400,9601,FALSE,11400
5565,33,returning_champion,11200,4601,TRUE,15200
5565,33,middle,15800,6601,FALSE,14000
5565,33,right,6800,0,FALSE,6800
5558,33,returning_champion,23200,6800,TRUE,20800
5558,33,middle,3300,3300,TRUE,10800
5558,33,right,6900,299,FALSE,6000
5553,33,returning_champion,11600,11600,TRUE,11600
5553,33,middle,10400,2027,TRUE,9800
5553,33,right,13400,10000,TRUE,10800
5557,33,returning_champion,19200,700,TRUE,17000
5557,33,middle,9200,8001,TRUE,7400
5557,33,right,8800,401,TRUE,8800
5564,33,returning_champion,19600,11401,FALSE,13800
5564,33,middle,5800,5800,TRUE,7800
5564,33,right,12400,8000,TRUE,11200
5563,33,returning_champion,15600,15600,TRUE,14400
5563,33,middle,16200,15001,FALSE,14800
5563,33,right,8600,8599,FALSE,8600
5562,33,returning_champion,1000,1000,TRUE,3400
5562,33,middle,3600,0,FALSE,3600
5562,33,right,15600,4400,TRUE,14200
5548,33,returning_champion,4400,4400,FALSE,4400
5548,33,middle,10200,1000,FALSE,6400
5548,33,right,22600,1983,TRUE,21200
5550,33,returning_champion,15200,11601,FALSE,14800
5550,33,middle,13400,9800,TRUE,10600
5550,33,right,8400,6801,FALSE,6000
5561,33,returning_champion,14000,0,FALSE,14600
5561,33,middle,4800,0,FALSE,4800
5561,33,right,6600,3001,TRUE,6600
5560,33,returning_champion,19300,700,FALSE,17600
5560,33,middle,-3000,N/A,N/A,-3000
5560,33,right,9000,1000,FALSE,10000
5559,33,returning_champion,20400,0,TRUE,20400
5559,33,middle,0,N/A,N/A,3200
5559,33,right,5800,0,TRUE,5600
5539,33,returning_champion,9800,2801,TRUE,9800
5539,33,middle,12600,7001,TRUE,12600
5539,33,right,-600,N/A,N/A,3600
5545,33,returning_champion,10200,1999,FALSE,10000
5545,33,middle,8200,3601,FALSE,8200
5545,33,right,11800,8601,FALSE,13800
5533,33,returning_champion,20400,0,FALSE,17200
5533,33,middle,6600,4,TRUE,6600
5533,33,right,3600,3600,FALSE,7400
5532,33,returning_champion,16400,4000,TRUE,14800
5532,33,middle,12600,12345,TRUE,12600
5532,33,right,11200,2718,FALSE,10800
5531,33,returning_champion,22995,7006,FALSE,23000
5531,33,middle,15000,15000,FALSE,10200
5531,33,right,15000,10000,FALSE,12000
5530,33,returning_champion,13400,6000,FALSE,14400
5530,33,middle,15600,13201,FALSE,14200
5530,33,right,14400,14300,FALSE,14400
5529,33,returning_champion,18200,8200,FALSE,16800
5529,33,middle,14800,8001,TRUE,14800
5529,33,right,12600,12600,FALSE,12600
5527,33,returning_champion,6400,6400,TRUE,6400
5527,33,middle,15400,9000,TRUE,14600
5527,33,right,22845,0,TRUE,21800
5526,33,returning_champion,9000,4000,TRUE,8800
5526,33,middle,14800,800,TRUE,15800
5526,33,right,6000,5000,TRUE,8000
5524,33,returning_champion,20000,3599,TRUE,16400
5524,33,middle,8200,8001,TRUE,7400
5524,33,right,18000,4000,FALSE,18000
5522,33,returning_champion,6100,6000,TRUE,8600
5522,33,middle,23000,0,FALSE,22600
5522,33,right,7000,6999,FALSE,10000
5523,33,returning_champion,20000,4399,TRUE,19600
5523,33,middle,7400,7400,FALSE,7400
5523,33,right,15600,2400,TRUE,13800
5521,33,returning_champion,10600,5000,TRUE,9800
5521,33,middle,4800,4799,TRUE,5800
5521,33,right,14000,7201,FALSE,13600
5520,33,returning_champion,17100,2499,FALSE,16800
5520,33,middle,-1000,N/A,N/A,-1000
5520,33,right,14600,14600,FALSE,12800
5519,33,returning_champion,9400,3200,FALSE,9400
5519,33,middle,12800,8801,FALSE,15000
5519,33,right,10800,201,TRUE,10600
5517,33,returning_champion,12400,6001,FALSE,11400
5517,33,middle,13600,12000,TRUE,12800
5517,33,right,9200,6800,FALSE,9200
5518,33,returning_champion,13000,13000,FALSE,13400
5518,33,middle,13200,399,FALSE,13200
5518,33,right,9800,9800,FALSE,9800
5516,33,returning_champion,13400,13400,TRUE,13200
5516,33,middle,18400,8401,FALSE,17200
5516,33,right,4000,3900,TRUE,3200
5515,33,returning_champion,27500,200,FALSE,25800
5515,33,middle,4400,0,FALSE,4400
5515,33,right,13600,13600,FALSE,13600
5514,33,returning_champion,14200,6600,TRUE,15200
5514,33,middle,1400,1398,TRUE,1400
5514,33,right,10300,7499,FALSE,9000
5512,33,returning_champion,10600,10600,TRUE,11600
5512,33,middle,7400,3199,TRUE,7400
5512,33,right,12000,9201,FALSE,12200
5513,33,returning_champion,14400,1000,TRUE,14400
5513,33,middle,3400,3400,FALSE,7200
5513,33,right,5800,1000,FALSE,7800
5535,33,returning_champion,11400,3501,FALSE,9200
5535,33,middle,13800,13800,TRUE,9000
5535,33,right,14900,12701,FALSE,15000
5534,33,returning_champion,6200,3001,FALSE,5200
5534,33,middle,23600,7000,TRUE,21800
5534,33,right,4600,0,FALSE,6600
5511,33,returning_champion,15400,739,TRUE,14200
5511,33,middle,2200,0,TRUE,2200
5511,33,right,-800,N/A,N/A,-800
5510,33,returning_champion,3800,400,FALSE,3800
5510,33,middle,5800,1800,FALSE,10800
5510,33,right,20200,301,FALSE,17600
5509,33,returning_champion,12600,4601,FALSE,15400
5509,33,middle,17200,8000,FALSE,14800
5509,33,right,4000,0,FALSE,4000
5508,33,returning_champion,9200,3200,FALSE,10000
5508,33,middle,1200,1200,TRUE,1200
5508,33,right,12200,6201,FALSE,12000
5507,33,returning_champion,7600,601,TRUE,7200
5507,33,middle,8200,0,TRUE,10200
5507,33,right,18400,1000,TRUE,18000
5506,33,returning_champion,14800,12401,FALSE,14800
5506,33,middle,13600,12000,FALSE,13800
5506,33,right,700,501,FALSE,3200
5505,33,returning_champion,24600,400,FALSE,22400
5505,33,middle,11200,0,TRUE,9400
5505,33,right,2400,2400,FALSE,1400
5504,33,returning_champion,8400,7000,FALSE,8400
5504,33,middle,7500,6501,TRUE,13400
5504,33,right,7000,6950,TRUE,7000
5503,33,returning_champion,11600,7500,FALSE,9800
5503,33,middle,9400,3173,FALSE,9400
5503,33,right,2000,0,FALSE,6200
5501,33,returning_champion,10900,3000,FALSE,11000
5501,33,middle,10200,10198,FALSE,10200
5501,33,right,10600,10000,TRUE,11600
5500,33,returning_champion,10200,9401,FALSE,13200
5500,33,middle,9400,5000,FALSE,9400
5500,33,right,6400,5000,FALSE,6400
5499,33,returning_champion,10600,4201,TRUE,10600
5499,33,middle,19800,1401,FALSE,20800
5499,33,right,7400,7398,FALSE,10400
5498,33,returning_champion,8800,8000,TRUE,9800
5498,33,middle,10600,6802,TRUE,10600
5498,33,right,17400,4000,FALSE,17000
5497,33,returning_champion,15000,7500,TRUE,15000
5497,33,middle,17200,12801,FALSE,13600
5497,33,right,3600,3600,TRUE,3600
5496,33,returning_champion,21000,7401,FALSE,19800
5496,33,middle,14200,200,FALSE,15400
5496,33,right,6800,6800,TRUE,6800
5495,33,returning_champion,14000,4001,FALSE,18200
5495,33,middle,1000,800,FALSE,1000
5495,33,right,9000,1000,FALSE,9000
5494,33,returning_champion,4600,4598,FALSE,4600
5494,33,middle,4800,4500,FALSE,6800
5494,33,right,7800,1801,FALSE,7400
5493,33,returning_champion,7800,3000,TRUE,9800
5493,33,middle,16800,1000,FALSE,16800
5493,33,right,6200,6199,FALSE,4800
5492,33,returning_champion,14800,4401,FALSE,15800
5492,33,middle,8800,8000,FALSE,11800
5492,33,right,9600,9000,FALSE,9600
5491,33,returning_champion,17600,14000,FALSE,14200
5491,33,middle,15400,6000,TRUE,16400
5491,33,right,13700,1000,FALSE,12600
5490,33,returning_champion,10000,9998,FALSE,10000
5490,33,middle,17200,3000,FALSE,16800
5490,33,right,7200,7200,TRUE,8400
5489,33,returning_champion,9800,4199,FALSE,9000
5489,33,middle,6600,6598,FALSE,7600
5489,33,right,7000,1601,FALSE,7000
5488,33,returning_champion,6600,6600,TRUE,6400
5488,33,middle,-2200,N/A,N/A,-2200
5488,33,right,7000,6201,TRUE,8000
5487,33,returning_champion,11800,5599,TRUE,12000
5487,33,middle,2800,1000,FALSE,2800
5487,33,right,13200,10401,FALSE,13000
5477,33,returning_champion,9000,7801,TRUE,9000
5477,33,middle,6200,6200,FALSE,6200
5477,33,right,7800,7800,FALSE,9400
5476,33,returning_champion,10400,8801,TRUE,10200
5476,33,middle,11600,10401,TRUE,11200
5476,33,right,9600,2002,TRUE,9600
5475,33,returning_champion,13600,10201,TRUE,13600
5475,33,middle,23800,5000,FALSE,23600
5475,33,right,2600,2599,FALSE,2600
5474,33,returning_champion,11600,6401,TRUE,9200
5474,33,middle,9000,3500,FALSE,8800
5474,33,right,6200,999,FALSE,8200
5473,33,returning_champion,15400,7001,TRUE,15400
5473,33,middle,5400,5400,TRUE,12600
5473,33,right,11200,8800,TRUE,11200
5472,33,returning_champion,5300,3300,TRUE,6800
5472,33,middle,9600,2500,FALSE,10200
5472,33,right,11600,7601,FALSE,13600
5471,33,returning_champion,13500,5301,FALSE,14000
5471,33,middle,9200,8000,FALSE,9200
5471,33,right,9400,3600,FALSE,9000
5470,33,returning_champion,11400,3600,FALSE,11400
5470,33,middle,2800,1000,FALSE,2200
5470,33,right,12200,10601,TRUE,9400
5486,33,returning_champion,7800,2200,FALSE,7800
5486,33,middle,9200,5500,FALSE,11200
5486,33,right,8800,4400,FALSE,8800
5485,33,returning_champion,17600,5000,TRUE,16800
5485,33,middle,4600,400,TRUE,3800
5485,33,right,5600,3610,FALSE,5600
5484,33,returning_champion,13000,5001,FALSE,14800
5484,33,middle,3000,2400,FALSE,3000
5484,33,right,9000,2999,FALSE,9200
5483,33,returning_champion,12400,2600,TRUE,12000
5483,33,middle,4200,1400,FALSE,6800
5483,33,right,2800,700,FALSE,2800
5469,33,returning_champion,8800,300,FALSE,8800
5469,33,middle,4200,4200,TRUE,6200
5469,33,right,11000,6601,FALSE,12200
5482,33,returning_champion,6800,6000,TRUE,9800
5482,33,middle,12000,3300,FALSE,13400
5482,33,right,7600,7600,FALSE,11600
5481,33,returning_champion,4200,4199,TRUE,4200
5481,33,middle,17000,1515,TRUE,15200
5481,33,right,18000,17000,TRUE,15800
5480,33,returning_champion,9600,801,FALSE,11600
5480,33,middle,-1400,N/A,N/A,-1400
5480,33,right,5200,5199,TRUE,5600
5479,33,returning_champion,17800,3801,TRUE,16600
5479,33,middle,10800,3201,FALSE,9000
5479,33,right,5800,2200,TRUE,6800
5468,33,returning_champion,15200,4801,TRUE,15200
5468,33,middle,10000,9999,FALSE,14000
5468,33,right,5600,1800,TRUE,5600
5478,33,returning_champion,17000,15801,FALSE,14000
5478,33,middle,16600,16000,FALSE,16000
5478,33,right,13200,12800,FALSE,9800
5467,33,returning_champion,6600,5801,TRUE,13600
5467,33,middle,6200,6200,FALSE,6200
5467,33,right,20300,700,FALSE,18600
5466,33,returning_champion,11600,2401,TRUE,12400
5466,33,middle,7000,2201,TRUE,7000
5466,33,right,3800,3799,TRUE,7800
5465,33,returning_champion,13000,6201,TRUE,14400
5465,33,middle,6000,1000,TRUE,6000
5465,33,right,19200,6801,TRUE,19200
5463,33,returning_champion,7200,7000,TRUE,7200
5463,33,middle,10800,901,TRUE,14000
5463,33,right,11600,11600,TRUE,11600
5462,33,returning_champion,13600,13600,FALSE,9600
5462,33,middle,20000,8000,TRUE,20000
5462,33,right,10000,6500,TRUE,7000
5461,33,returning_champion,25400,0,FALSE,22000
5461,33,middle,-4200,N/A,N/A,-4200
5461,33,right,8600,8600,TRUE,8600
5460,33,returning_champion,5000,3000,FALSE,5000
5460,33,middle,17200,17200,FALSE,13200
5460,33,right,19200,15201,FALSE,18200
5459,33,returning_champion,16800,4201,TRUE,11600
5459,33,middle,21000,12601,FALSE,17600
5459,33,right,8400,8400,TRUE,8400
5458,33,returning_champion,22800,1601,TRUE,18600
5458,33,middle,12200,10601,TRUE,12200
5458,33,right,6600,6599,FALSE,6600
5457,33,returning_champion,16000,800,TRUE,15800
5457,33,middle,13400,6600,TRUE,13400
5457,33,right,11800,11799,TRUE,11800
5456,33,returning_champion,2600,1599,FALSE,3600
5456,33,middle,18400,0,TRUE,17200
5456,33,right,7600,4100,FALSE,7600
5455,33,returning_champion,11600,6000,FALSE,9200
5455,33,middle,9600,9555,FALSE,8400
5455,33,right,24000,799,FALSE,24000
5454,33,returning_champion,13000,2601,TRUE,13000
5454,33,middle,5300,5300,FALSE,10000
5454,33,right,7800,3000,TRUE,7800
5449,33,returning_champion,7400,6601,FALSE,10400
5449,33,middle,7000,3000,FALSE,7000
5449,33,right,4200,3202,FALSE,4200
5453,33,returning_champion,16400,12001,FALSE,15200
5453,33,middle,8000,7990,TRUE,8000
5453,33,right,14200,6199,FALSE,12200
5452,33,returning_champion,9000,8399,TRUE,9600
5452,33,middle,300,0,TRUE,6800
5452,33,right,13400,9000,TRUE,12000
5451,33,returning_champion,8800,8800,TRUE,5600
5451,33,middle,15300,6499,TRUE,14200
5451,33,right,7200,7188,TRUE,7200
5448,33,returning_champion,15000,5001,TRUE,15000
5448,33,middle,10000,2000,FALSE,11200
5448,33,right,7000,3001,FALSE,7000
5443,33,returning_champion,19200,17300,FALSE,19200
5443,33,middle,17200,5999,TRUE,13400
5443,33,right,5600,5600,TRUE,8200
5447,33,returning_champion,11000,6601,FALSE,11000
5447,33,middle,-400,N/A,N/A,-400
5447,33,right,13200,11200,TRUE,17000
5446,33,returning_champion,9900,7701,FALSE,9200
5446,33,middle,8800,8800,FALSE,10800
5446,33,right,13200,6601,FALSE,13200
5445,33,returning_champion,10400,6601,FALSE,11000
5445,33,middle,8500,7501,TRUE,8000
5445,33,right,8000,8000,TRUE,8000
5444,33,returning_champion,12200,12200,TRUE,13400
5444,33,middle,14200,10601,TRUE,14200
5444,33,right,12400,11000,FALSE,11400
5441,33,returning_champion,15000,0,TRUE,15400
5441,33,middle,2400,2400,TRUE,8800
5441,33,right,7400,7399,FALSE,7400
5442,33,returning_champion,18800,0,FALSE,17200
5442,33,middle,6600,6599,TRUE,6600
5442,33,right,6800,6600,FALSE,6000
5440,33,returning_champion,6800,6800,FALSE,10400
5440,33,middle,7700,0,FALSE,8200
5440,33,right,16800,0,TRUE,16800
5439,33,returning_champion,5400,1601,FALSE,7000
5439,33,middle,12400,0,TRUE,10400
5439,33,right,6200,6200,FALSE,6200
5438,33,returning_champion,12000,3331,TRUE,15600
5438,33,middle,6600,5401,FALSE,6600
5438,33,right,15300,3000,TRUE,14400
5433,33,returning_champion,18000,10431,TRUE,13400
5433,33,middle,11400,3800,TRUE,11000
5433,33,right,14200,12000,FALSE,14200
5437,33,returning_champion,7000,7000,TRUE,7000
5437,33,middle,10300,10299,FALSE,12800
5437,33,right,12600,8031,TRUE,8400
5432,33,returning_champion,14600,14200,TRUE,14600
5432,33,middle,14400,5000,FALSE,15000
5432,33,right,1400,1400,FALSE,1400
5431,33,returning_champion,9400,9000,TRUE,14400
5431,33,middle,5600,5000,TRUE,5600
5431,33,right,9200,2001,TRUE,11200
5430,33,returning_champion,10200,2300,FALSE,10000
5430,33,middle,6200,4001,FALSE,6200
5430,33,right,22600,2000,FALSE,18600
5429,33,returning_champion,15200,1800,FALSE,14400
5429,33,middle,8400,0,FALSE,6600
5429,33,right,15600,15600,FALSE,15600
5428,33,returning_champion,8800,8798,TRUE,11800
5428,33,middle,7800,4000,TRUE,9200
5428,33,right,11000,6601,TRUE,11000
5427,33,returning_champion,9600,9595,FALSE,9600
5427,33,middle,14600,4700,TRUE,14800
5427,33,right,8300,2500,FALSE,6800
5426,33,returning_champion,1200,1200,FALSE,6400
5426,33,middle,6800,800,FALSE,10800
5426,33,right,17800,4000,TRUE,16600
5424,33,returning_champion,19000,5,TRUE,19200
5424,33,middle,1800,1800,FALSE,1800
5424,33,right,17000,17000,TRUE,12600
5423,33,returning_champion,19400,600,TRUE,20400
5423,33,middle,-400,N/A,N/A,3800
5423,33,right,6400,6400,TRUE,6400
5422,33,returning_champion,11600,1601,TRUE,11600
5422,33,middle,400,398,TRUE,7200
5422,33,right,6600,5000,FALSE,7200
5421,33,returning_champion,26000,4000,FALSE,23000
5421,33,middle,6200,0,FALSE,6200
5421,33,right,2400,2399,FALSE,2400
5419,33,returning_champion,14100,4000,TRUE,15600
5419,33,middle,5500,5499,FALSE,6000
5419,33,right,9000,3499,TRUE,10000
5418,33,returning_champion,17600,7601,TRUE,16400
5418,33,middle,12600,12599,FALSE,10200
5418,33,right,4400,4400,TRUE,6400
5415,33,returning_champion,15800,3000,FALSE,15400
5415,33,middle,9100,1500,TRUE,9200
5415,33,right,6800,6601,FALSE,8000
5413,33,returning_champion,25400,600,TRUE,25600
5413,33,middle,10600,0,TRUE,10600
5413,33,right,600,100,FALSE,2600
5412,33,returning_champion,21900,0,FALSE,20200
5412,33,middle,18800,3101,FALSE,11000
5412,33,right,4600,1601,FALSE,4600
5411,33,returning_champion,22000,0,FALSE,23800
5411,33,middle,4600,3500,TRUE,4600
5411,33,right,5600,3601,TRUE,5600
5410,33,returning_champion,12800,10000,TRUE,14600
5410,33,middle,10800,7000,FALSE,12800
5410,33,right,10400,10000,FALSE,10400
5408,33,returning_champion,15600,15600,TRUE,13000
5408,33,middle,14800,1601,FALSE,14800
5408,33,right,-1200,N/A,N/A,6800
5409,33,returning_champion,7000,2000,TRUE,7000
5409,33,middle,16800,13001,FALSE,13600
5409,33,right,14900,14900,TRUE,16200
5407,33,returning_champion,6600,66,FALSE,6600
5407,33,middle,15400,15400,FALSE,14000
5407,33,right,16800,14001,FALSE,14400
5406,33,returning_champion,19000,9401,FALSE,18200
5406,33,middle,14200,7401,TRUE,11400
5406,33,right,10800,10750,FALSE,10800
5405,33,returning_champion,1200,1200,FALSE,1200
5405,33,middle,17600,10401,TRUE,16200
5405,33,right,14000,11599,TRUE,12200
5403,33,returning_champion,10200,8701,FALSE,10200
5403,33,middle,7000,7000,FALSE,7000
5403,33,right,8700,5301,FALSE,12800
5404,33,returning_champion,5100,3800,FALSE,6200
5404,33,middle,9600,1601,FALSE,9600
5404,33,right,10800,10300,TRUE,11400
5384,32,returning_champion,5800,5601,FALSE,8800
5384,32,middle,3600,2777,FALSE,6600
5384,32,right,11400,300,TRUE,11400
5383,32,returning_champion,9200,9200,TRUE,9200
5383,32,middle,18400,1,FALSE,17200
5383,32,right,1300,301,FALSE,3800
5382,32,returning_champion,13200,8401,FALSE,8600
5382,32,middle,4800,4799,FALSE,4800
5382,32,right,10800,2401,FALSE,14800
5368,32,returning_champion,22400,7000,FALSE,13200
5368,32,middle,7600,7500,TRUE,7600
5368,32,right,14600,12600,FALSE,14600
5366,32,returning_champion,22500,10000,TRUE,24600
5366,32,middle,-600,N/A,N/A,-600
5366,32,right,5900,5900,TRUE,6400
5381,32,returning_champion,21700,300,TRUE,21600
5381,32,middle,7000,7000,FALSE,8000
5381,32,right,10600,7001,FALSE,10600
5380,32,returning_champion,20600,4999,TRUE,17400
5380,32,middle,7800,1001,TRUE,7200
5380,32,right,4400,4398,TRUE,4400
5379,32,returning_champion,16000,321,FALSE,13800
5379,32,middle,800,799,FALSE,5600
5379,32,right,7800,100,FALSE,7800
5363,32,returning_champion,11200,11000,TRUE,11200
5363,32,middle,21410,4500,TRUE,20200
5363,32,right,7000,0,FALSE,7000
5365,32,returning_champion,16800,0,TRUE,16800
5365,32,middle,13000,8937,FALSE,10200
5365,32,right,1800,0,TRUE,3000
5378,32,returning_champion,14800,4401,TRUE,13800
5378,32,middle,4600,4000,TRUE,5600
5378,32,right,9600,9000,FALSE,6600
5377,32,returning_champion,10000,9999,FALSE,10000
5377,32,middle,18400,17600,FALSE,12200
5377,32,right,20400,16401,FALSE,17600
5376,32,returning_champion,13600,5601,FALSE,9200
5376,32,middle,9600,9400,TRUE,8200
5376,32,right,9400,9396,TRUE,9400
5362,32,returning_champion,25000,10199,TRUE,17600
5362,32,middle,5200,5195,FALSE,10200
5362,32,right,7400,3100,FALSE,7400
5351,32,returning_champion,9200,200,TRUE,12200
5351,32,middle,17400,1001,TRUE,19400
5351,32,right,8200,8199,TRUE,7000
5350,32,returning_champion,12400,9300,TRUE,13000
5350,32,middle,7600,3400,FALSE,7600
5350,32,right,15600,12000,TRUE,14000
5349,32,returning_champion,15600,4801,FALSE,12800
5349,32,middle,3400,3400,FALSE,2800
5349,32,right,19400,12000,TRUE,17000
5345,32,returning_champion,14800,10000,FALSE,12600
5345,32,middle,22600,7001,TRUE,11200
5345,32,right,4000,4000,TRUE,4000
5343,32,returning_champion,16200,16200,FALSE,15600
5343,32,middle,18800,13601,FALSE,14600
5343,32,right,6600,6600,FALSE,6600
5339,32,returning_champion,6000,5007,TRUE,9400
5339,32,middle,10800,10800,TRUE,10800
5339,32,right,19600,2001,FALSE,16800
5337,32,returning_champion,18800,12201,TRUE,19400
5337,32,middle,21000,16601,TRUE,20200
5337,32,right,4800,3200,TRUE,4800
5336,32,returning_champion,10200,1401,TRUE,10200
5336,32,middle,5800,5795,TRUE,5800
5336,32,right,12000,8401,TRUE,11600
5335,32,returning_champion,7200,7000,TRUE,8800
5335,32,middle,3600,3558,FALSE,5600
5335,32,right,14000,401,TRUE,13000
5332,32,returning_champion,18800,5000,TRUE,17200
5332,32,middle,11600,11300,FALSE,11600
5332,32,right,11200,10000,FALSE,9000
5330,32,returning_champion,9200,7500,TRUE,9200
5330,32,middle,12800,4601,FALSE,12800
5330,32,right,21000,4601,FALSE,19000
5328,32,returning_champion,11400,4900,FALSE,11400
5328,32,middle,14600,8400,TRUE,17600
5328,32,right,800,799,FALSE,4000
5327,32,returning_champion,13500,12800,TRUE,13400
5327,32,middle,13800,13201,FALSE,13800
5327,32,right,6400,3600,FALSE,6400
5325,32,returning_champion,29200,4200,FALSE,23800
5325,32,middle,6800,5599,FALSE,6800
5325,32,right,7400,0,TRUE,7400
5321,32,returning_champion,1800,0,FALSE,1800
5321,32,middle,13400,9000,FALSE,18400
5321,32,right,13700,13000,TRUE,11800
5319,32,returning_champion,5400,5394,FALSE,5000
5319,32,middle,14600,13201,FALSE,14600
5319,32,right,13900,3000,FALSE,13600
5316,32,returning_champion,21000,100,TRUE,19200
5316,32,middle,10400,4400,TRUE,8400
5316,32,right,7400,3001,TRUE,7400
5315,32,returning_champion,20400,0,FALSE,19600
5315,32,middle,9800,6399,FALSE,9000
5315,32,right,18700,9800,TRUE,16800
5314,32,returning_champion,10000,6601,TRUE,10000
5314,32,middle,2000,1300,TRUE,4000
5314,32,right,8300,8300,TRUE,10800
5313,32,returning_champion,20100,15901,TRUE,20600
5313,32,middle,18000,10000,TRUE,17800
5313,32,right,1200,1000,TRUE,1200
5310,32,returning_champion,17600,4001,TRUE,17400
5310,32,middle,10800,10000,FALSE,10800
5310,32,right,200,0,TRUE,1400
5309,32,returning_champion,13400,13399,TRUE,14400
5309,32,middle,14600,12201,FALSE,16600
5309,32,right,-1200,N/A,N/A,800
